Name,BBG_Ticker,Field,Country,Category
ZAR ZARONIA OIS 12 YR,SAOIAA12 Curncy,PX_LAST,SA,Rates
ZAR ZARONIA OIS 15 YR,SAOIAA15 Curncy,PX_LAST,SA,Rates
ZAR ZARONIA OIS 20 YR,SAOIAA20 Curncy,PX_LAST,SA,Rates
ZAR ZARONIA OIS 25 YR,SAOIAA25 Curncy,PX_LAST,SA,Rates
ZAR ZARONIA OIS 30 YR,SAOIAA30 Curncy,PX_LAST,SA,Rates
ZAR IRS 1 YR,SASW1 Curncy,PX_LAST,SA,Rates
ZAR IRS 2 YR,SASW2 Curncy,PX_LAST,SA,Rates
ZAR IRS 3 YR,SASW3 Curncy,PX_LAST,SA,Rates
ZAR IRS 4 YR,SASW4 Curncy,PX_LAST,SA,Rates
ZAR IRS 5 YR,SASW5 Curncy,PX_LAST,SA,Rates
ZAR IRS 6 YR,SASW6 Curncy,PX_LAST,SA,Rates
ZAR IRS 7 YR,SASW7 Curncy,PX_LAST,SA,Rates
ZAR IRS 8 YR,SASW8 Curncy,PX_LAST,SA,Rates
ZAR IRS 9 YR,SASW9 Curncy,PX_LAST,SA,Rates
ZAR IRS 10 YR,SASW10 Curncy,PX_LAST,SA,Rates
ZAR IRS 12 YR,SASW12 Curncy,PX_LAST,SA,Rates
ZAR IRS 15 YR,SASW15 Curncy,PX_LAST,SA,Rates
ZAR IRS 20 YR,SASW20 Curncy,PX_LAST,SA,Rates
ZAR IRS 25 YR,SASW25 Curncy,PX_LAST,SA,Rates
ZAR IRS 30 YR,SASW30 Curncy,PX_LAST,SA,Rates
TRY OIS 1 WK,TYSO1Z Curncy,PX_LAST,Turkey,Rates
TRY OIS 2 WK,TYSO2Z Curncy,PX_LAST,Turkey,Rates
TRY OIS 1 MO,TYSOA Curncy,PX_LAST,Turkey,Rates
TRY OIS 2 MO,TYSOB Curncy,PX_LAST,Turkey,Rates
TRY OIS 3 MO,TYSOC Curncy,PX_LAST,Turkey,Rates
TRY OIS 6 MO,TYSOF Curncy,PX_LAST,Turkey,Rates
TRY OIS 9 MO,TYSOI Curncy,PX_LAST,Turkey,Rates
TRY OIS 12 MO,TYSO1 Curncy,PX_LAST,Turkey,Rates
TRY OIS 18 MO,TYSO1F Curncy,PX_LAST,Turkey,Rates
TRY OIS 2 YR,TYSO2 Curncy,PX_LAST,Turkey,Rates
TRY OIS 3 YR,TYSO3 Curncy,PX_LAST,Turkey,Rates
TRY OIS 4 YR,TYSO4 Curncy,PX_LAST,Turkey,Rates
TRY OIS 5 YR,TYSO5 Curncy,PX_LAST,Turkey,Rates
TRY OIS 6 YR,TYSO6 Curncy,PX_LAST,Turkey,Rates
TRY OIS 7 YR,TYSO7 Curncy,PX_LAST,Turkey,Rates
TRY OIS 8 YR,TYSO8 Curncy,PX_LAST,Turkey,Rates
TRY OIS 9 YR,TYSO9 Curncy,PX_LAST,Turkey,Rates
TRY OIS 10 YR,TYSO10 Curncy,PX_LAST,Turkey,Rates
KRW KOFR OIS 1 MO,KWKONA Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 2 MO,KWKONB Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 3 MO,KWKONC Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 6 MO,KWKONF Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 9 MO,KWKONI Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 1 YR,KWKON1 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 2 YR,KWKON2 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 3 YR,KWKON3 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 4 YR,KWKON4 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 5 YR,KWKON5 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 7 YR,KWKON7 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 10 YR,KWKON10 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 12 YR,KWKON12 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 15 YR,KWKON15 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 20 YR,KWKON20 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 25 YR,KWKON25 Curncy,PX_LAST,Korea,Rates
KRW KOFR OIS 30 YR,KWKON30 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 1 YR,KWSWO1 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 2 YR,KWSWO2 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 3 YR,KWSWO3 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 4 YR,KWSWO4 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 5 YR,KWSWO5 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 7 YR,KWSWO7 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 10 YR,KWSWO10 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 12 YR,KWSWO12 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 15 YR,KWSWO15 Curncy,PX_LAST,Korea,Rates
KRW 3MCD IRS 20 YR,KWSWO20 Curncy,PX_LAST,Korea,Rates
TWD TAIBOR IRS 1 YR,TDSWNI1 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 2 YR,TDSWNI2 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 3 YR,TDSWNI3 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 4 YR,TDSWNI4 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 5 YR,TDSWNI5 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 7 YR,TDSWNI7 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 10 YR,TDSWNI10 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 12 YR,TDSWNI12 Curncy,PX_LAST,Taiwan,Rates
TWD TAIBOR IRS 15 YR,TDSWNI15 Curncy,PX_LAST,Taiwan,Rates
INR NDOIS 1 MO,IRSWNIAL Curncy,PX_LAST,India,Rates
INR NDOIS 2 MO,IRSWNIBL Curncy,PX_LAST,India,Rates
INR NDOIS 3 MO,IRSWNICL Curncy,PX_LAST,India,Rates
INR NDOIS 6 MO,IRSWNIFL Curncy,PX_LAST,India,Rates
INR NDOIS 9 MO,IRSWNIIL Curncy,PX_LAST,India,Rates
INR NDOIS 1 YR,IRSWNI1L Curncy,PX_LAST,India,Rates
INR NDOIS 2 YR,IRSWNI2L Curncy,PX_LAST,India,Rates
INR NDOIS 3 YR,IRSWNI3L Curncy,PX_LAST,India,Rates
INR NDOIS 4 YR,IRSWNI4L Curncy,PX_LAST,India,Rates
INR NDOIS 5 YR,IRSWNI5L Curncy,PX_LAST,India,Rates
INR NDOIS 7 YR,IRSWNI7L Curncy,PX_LAST,India,Rates
INR NDOIS 10 YR,IRSWNI10L Curncy,PX_LAST,India,Rates
IDR IndONIA OIS 1 WK,IHSWOO1Z Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 2 WK,IHSWOO2Z Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 3 WK,IHSWOO3Z Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 1 MO,IHSWOOA Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 3 MO,IHSWOOC Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 6 MO,IHSWOOF Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 9 MO,IHSWOOI Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 1 YR,IHSWOO1 Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 2 YR,IHSWOO2 Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 3 YR,IHSWOO3 Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 4 YR,IHSWOO4 Curncy,PX_LAST,Indonesia,Rates
IDR IndONIA OIS 5 YR,IHSWOO5 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 1 YR,IHUSON1 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 2 YR,IHUSON2 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 3 YR,IHUSON3 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 4 YR,IHUSON4 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 5 YR,IHUSON5 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 7 YR,IHUSON7 Curncy,PX_LAST,Indonesia,Rates
IDR NDCCS 10 YR,IHUSON10 Curncy,PX_LAST,Indonesia,Rates
PHP PIRCORRP OIS 1 WK,PHPORR1Z Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 1 MO,PHPORRA Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 2 MO,PHPORRB Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 3 MO,PHPORRC Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 6 MO,PHPORRF Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 9 MO,PHPORRI Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 1 YR,PHPORR1 Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 2 YR,PHPORR2 Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 3 YR,PHPORR3 Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 4 YR,PHPORR4 Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 5 YR,PHPORR5 Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 7 YR,PHPORR7 Curncy,PX_LAST,Php,Rates
PHP PIRCORRP OIS 10 YR,PHPORR10 Curncy,PX_LAST,Php,Rates
PHP NDCCS 1 YR,PPUSNI1 Curncy,PX_LAST,Php,Rates
PHP NDCCS 2 YR,PPUSNI2 Curncy,PX_LAST,Php,Rates
PHP NDCCS 3 YR,PPUSNI3 Curncy,PX_LAST,Php,Rates
PHP NDCCS 4 YR,PPUSNI4 Curncy,PX_LAST,Php,Rates
PHP NDCCS 5 YR,PPUSNI5 Curncy,PX_LAST,Php,Rates
PHP NDCCS 7 YR,PPUSNI7 Curncy,PX_LAST,Php,Rates
PHP NDCCS 10 YR,PPUSNI10 Curncy,PX_LAST,Php,Rates
HKD vs USD Basis 1 YR,HISOQ1 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 2 YR,HISOQ2 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 3 YR,HISOQ3 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 4 YR,HISOQ4 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 5 YR,HISOQ5 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 7 YR,HISOQ7 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 10 YR,HISOQ10 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 12 YR,HISOQ12 Curncy,PX_LAST,HKD,Rates
HKD vs USD Basis 15 YR,HISOQ15 Curncy,PX_LAST,HKD,Rates
EUR 6m Euribor 1 YR,EUSA1 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 18 MO,EUSA1F Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 3 YR,EUSA3 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 4 YR,EUSA4 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 5 YR,EUSA5 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 6 YR,EUSA6 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 7 YR,EUSA7 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 8 YR,EUSA8 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 9 YR,EUSA9 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 11 YR,EUSA11 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 12 YR,EUSA12 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 13 YR,EUSA13 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 14 YR,EUSA14 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 15 YR,EUSA15 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 16 YR,EUSA16 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 17 YR,EUSA17 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 18 YR,EUSA18 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 19 YR,EUSA19 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 20 YR,EUSA20 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 21 YR,EUSA21 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 22 YR,EUSA22 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 23 YR,EUSA23 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 24 YR,EUSA24 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 25 YR,EUSA25 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 30 YR,EUSA30 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 40 YR,EUSA40 Curncy,PX_LAST,EU,Rates
EUR 6m Euribor 50 YR,EUSA50 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 1 YR,EUSW1VC Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 2 YR,EUSW2V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 3 YR,EUSW3V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 4 YR,EUSW4V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 5 YR,EUSW5V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 6 YR,EUSW6V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 7 YR,EUSW7V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 8 YR,EUSW8V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 9 YR,EUSW9V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 10 YR,EUSW10V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 11 YR,EUSW11V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 12 YR,EUSW12V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 15 YR,EUSW15V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 20 YR,EUSW20V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 25 YR,EUSW25V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 30 YR,EUSW30V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 35 YR,EUSW35V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 40 YR,EUSW40V3 Curncy,PX_LAST,EU,Rates
EUR 3m Euribor 50 YR,EUSW50V3 Curncy,PX_LAST,EU,Rates
CNY Shibor IRS 6 MO,CCSHOF Curncy,PX_LAST,China,Rates
CNY Shibor IRS 9 MO,CCSHOI Curncy,PX_LAST,China,Rates
CNY Shibor IRS 1 YR,CCSHO1 Curncy,PX_LAST,China,Rates
CNY Shibor IRS 2 YR,CCSHO2 Curncy,PX_LAST,China,Rates
CNY Shibor IRS 3 YR,CCSHO3 Curncy,PX_LAST,China,Rates
CNY Shibor IRS 4 YR,CCSHO4 Curncy,PX_LAST,China,Rates
CNY Shibor IRS 5 YR,CCSHO5 Curncy,PX_LAST,China,Rates
CNY Shibor IRS 7 YR,CCSHO7 Curncy,PX_LAST,China,Rates
CNY Shibor IRS 10 YR,CCSHO10 Curncy,PX_LAST,China,Rates
CNH CCS 1 YR,CNHSQQ1 Curncy,PX_LAST,China,Rates
CNH CCS 2 YR,CNHSQQ2 Curncy,PX_LAST,China,Rates
CNH CCS 3 YR,CNHSQQ3 Curncy,PX_LAST,China,Rates
CNH CCS 4 YR,CNHSQQ4 Curncy,PX_LAST,China,Rates
CNH CCS 5 YR,CNHSQQ5 Curncy,PX_LAST,China,Rates
CNH CCS 7 YR,CNHSQQ7 Curncy,PX_LAST,China,Rates
CNH CCS 10 YR,CNHSQQ10 Curncy,PX_LAST,China,Rates
AUD BBSW3M IRS 1 YR,ADSWAP1Q Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 2 YR,ADSWAP2Q Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 3 YR,ADSWAP3Q Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 4 YR,ADSWAP4 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 5 YR,ADSWAP5 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 6 YR,ADSWAP6 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 7 YR,ADSWAP7 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 8 YR,ADSWAP8 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 9 YR,ADSWAP9 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 10 YR,ADSWAP10 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 12 YR,ADSWAP12 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 15 YR,ADSWAP15 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 20 YR,ADSWAP20 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 25 YR,ADSWAP25 Curncy,PX_LAST,AUD,Rates
AUD BBSW3M IRS 30 YR,ADSWAP30 Curncy,PX_LAST,AUD,Rates
JPY vs USD Basis 12 MO,JYBSS12M Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 18 MO,JYBSS18M Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 2 YR,JYBSS2Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 3 YR,JYBSS3Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 4 YR,JYBSS4Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 5 YR,JYBSS5Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 6 YR,JYBSS6Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 7 YR,JYBSS7Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 8 YR,JYBSS8Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 9 YR,JYBSS9Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 10 YR,JYBSS10Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 12 YR,JYBSS12Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 15 YR,JYBSS15Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 20 YR,JYBSS20Y Curncy,PX_LAST,Japan,Rates
JPY vs USD Basis 30 YR,JYBSS30Y Curncy,PX_LAST,Japan,Rates
USD FF IRS/OIS 1 WK,USSO1Z Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 2 WK,USSO2Z Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 3 WK,USSO3Z Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 1 MO,USSOA Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 2 MO,USSOB Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 3 MO,USSOC Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 4 MO,USSOD Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 5 MO,USSOE Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 6 MO,USSOF Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 9 MO,USSOI Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 12 MO,USSO1 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 18 MO,USSO1F Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 2 YR,USSO2 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 3 YR,USSO3 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 4 YR,USSO4 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 5 YR,USSO5 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 6 YR,USSO6 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 7 YR,USSO7 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 8 YR,USSO8 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 9 YR,USSO9 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 10 YR,USSO10 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 12 YR,USSO12 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 15 YR,USSO15 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 20 YR,USSO20 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 25 YR,USSO25 Curncy,PX_LAST,US,Rates
USD FF IRS/OIS 30 YR,USSO30 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 3 MO,USSFVFC Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 6 MO,USSFVFF Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 9 MO,USSFVFI Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 1 YR,USSFVF1 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 18 MO,USSFVF1F Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 2 YR,USSFVF2 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 3 YR,USSFVF3 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 4 YR,USSFVF4 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 5 YR,USSFVF5 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 6 YR,USSFVF6 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 7 YR,USSFVF7 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 8 YR,USSFVF8 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 9 YR,USSFVF9 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 10 YR,USSFVF10 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 12 YR,USSFVF12 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 15 YR,USSFVF15 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 20 YR,USSFVF20 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 25 YR,USSFVF25 Curncy,PX_LAST,US,Rates
USD SOFR/FF Basis 30 YR,USSFVF30 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 1 YR,USLCSS1 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 2 YR,USLCSS2 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 3 YR,USLCSS3 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 4 YR,USLCSS4 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 5 YR,USLCSS5 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 6 YR,USLCSS6 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 7 YR,USLCSS7 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 8 YR,USLCSS8 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 9 YR,USLCSS9 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 10 YR,USLCSS10 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 12 YR,USLCSS12 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 15 YR,USLCSS15 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 20 YR,USLCSS20 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 25 YR,USLCSS25 Curncy,PX_LAST,US,Rates
USD LCH/CME Basis 30 YR,USLCSS30 Curncy,PX_LAST,US,Rates
BULGARIA 2Y Govt,GTBGN2Y Corp,YLD_CNV_MID,BULGARIA,Rates
BULGARIA 3Y Govt,GTBGN3Y Corp,YLD_CNV_MID,BULGARIA,Rates
BULGARIA 5Y Govt,GTBGN5Y Corp,YLD_CNV_MID,BULGARIA,Rates
BULGARIA 7Y Govt,GTBGN7Y Corp,YLD_CNV_MID,BULGARIA,Rates
BULGARIA 15Y Govt,GTBGN15Y Corp,YLD_CNV_MID,BULGARIA,Rates
CYPRUS 2Y Govt,GTCYP2Y Corp,YLD_CNV_MID,CYPRUS 2,Rates
CYPRUS 3Y Govt,GTCYP3Y Corp,YLD_CNV_MID,CYPRUS 3,Rates
CYPRUS 5Y Govt,GTCYP5Y Corp,YLD_CNV_MID,CYPRUS 5,Rates
CYPRUS 7Y Govt,GTCYP7Y Corp,YLD_CNV_MID,CYPRUS 7,Rates
CYPRUS 10Y Govt,GTCYP10Y Corp,YLD_CNV_MID,CYPRUS 1,Rates
CZECH 2Y Govt,GTCZK2Y Corp,YLD_CNV_MID,CZECH 2Y,Rates
CZECH 3Y Govt,GTCZK3Y Corp,YLD_CNV_MID,CZECH 3Y,Rates
CZECH 5Y Govt,GTCZK5Y Corp,YLD_CNV_MID,CZECH 5Y,Rates
CZECH 7Y Govt,GTCZK7Y Corp,YLD_CNV_MID,CZECH 7Y,Rates
CZECH 10Y Govt,GTCZK10Y Corp,YLD_CNV_MID,CZECH 10,Rates
CZECH 15Y Govt,GTCZK15Y Corp,YLD_CNV_MID,CZECH 15,Rates
CROATIA 5Y Govt,GTEURHR5Y Corp,YLD_CNV_MID,CROATIA ,Rates
CROATIA 7Y Govt,GTEURHR7Y Corp,YLD_CNV_MID,CROATIA ,Rates
CROATIA 10Y Govt,GTEURHR10Y Corp,YLD_CNV_MID,CROATIA ,Rates
CROATIA 20Y Govt,GTEURHR20Y Corp,YLD_CNV_MID,CROATIA ,Rates
ICELAND 2Y Govt,GTISK2Y Corp,YLD_CNV_MID,ICELAND ,Rates
ICELAND 5Y Govt,GTISK5Y Corp,YLD_CNV_MID,ICELAND ,Rates
ICELAND 10Y Govt,GTISK10Y Corp,YLD_CNV_MID,ICELAND ,Rates
LEBANON 2Y Govt,GTLBP2Y Corp,YLD_CNV_MID,LEBANON ,Rates
LEBANON 5Y Govt,GTLBP5Y Corp,YLD_CNV_MID,LEBANON ,Rates
LEBANON 7Y Govt,GTLBP7Y Corp,YLD_CNV_MID,LEBANON ,Rates
LEBANON 10Y Govt,GTLBP10Y Corp,YLD_CNV_MID,LEBANON ,Rates
LEBANON 15Y Govt,GTLBP15Y Corp,YLD_CNV_MID,LEBANON ,Rates
NETHERLANDS 2Y Govt,GTNLG2Y Corp,YLD_CNV_MID,NETHERLA,Rates
NETHERLANDS 3Y Govt,GTNLG3Y Corp,YLD_CNV_MID,NETHERLA,Rates
NETHERLANDS 5Y Govt,GTNLG5Y Corp,YLD_CNV_MID,NETHERLA,Rates
NETHERLANDS 7Y Govt,GTNLG7Y Corp,YLD_CNV_MID,NETHERLA,Rates
NETHERLANDS 10Y Govt,GTNLG10Y Corp,YLD_CNV_MID,NETHERLA,Rates
NETHERLANDS 15Y Govt,GTNLG15Y Corp,YLD_CNV_MID,NETHERLA,Rates
NETHERLANDS 30Y Govt,GTNLG30Y Corp,YLD_CNV_MID,NETHERLA,Rates
BRITAIN 2Y Govt,GTGBP2Y Corp,YLD_CNV_MID,BRITAIN ,Rates
BRITAIN 3Y Govt,GTGBP3Y Corp,YLD_CNV_MID,BRITAIN ,Rates
BRITAIN 5Y Govt,GTGBP5Y Corp,YLD_CNV_MID,BRITAIN ,Rates
BRITAIN 7Y Govt,GTGBP7Y Corp,YLD_CNV_MID,BRITAIN ,Rates
BRITAIN 10Y Govt,GTGBP10Y Corp,YLD_CNV_MID,BRITAIN ,Rates
